temp_id,title,pubmed_id,journal,year,url,abstract
437,Position-controlled uniform GaAs nanowires on silicon using nanoimprint lithography.,24467394,Nano letters. Volume: 14 Issue: 2 Feb 12 2014,2014,http://www.ncbi.nlm.nih.gov/pubmed/24467394/,"We report on the epitaxial growth of large-area position-controlled self-catalyzed GaAs nanowires (NWs) directly on Si by molecular beam epitaxy (MBE). Nanohole patterns are defined in a SiO2 mask on 2 in. Si wafers using nanoimprint lithography (NIL) for the growth of positioned GaAs NWs. To optimize the yield of vertical NWs the MBE growth parameter space is tuned, including Ga predeposition time, Ga and As fluxes, growth temperature, and annealing treatment prior to NW growth. In addition, a non-negligible radial growth is observed with increasing growth time and is found to be independent of the As species (i.e., As2 or As4) and the growth temperatures studied. Cross-sectional transmission electron microscopy analysis of the GaAs NW/Si substrate heterointerface reveals an epitaxial growth where NW base fills the oxide hole opening and eventually extends over the oxide mask. These findings have important implications for NW-based device designs with axial and radial p-n junctions. Finally, NIL positioned GaAs/AlGaAs core-shell heterostructured NWs are grown on Si to study the optical properties of the NWs. Room-temperature photoluminescence spectroscopy of ensembles of as-grown core-shell NWs reveals uniform and high optical quality, as required for the subsequent device applications. The combination of NIL and MBE thereby demonstrates the successful heterogeneous integration of highly uniform GaAs NWs on Si, important for fabricating high throughput, large-area position-controlled NW arrays for various optoelectronic device applications. "
438,Introduction-Grand Challenges and small steps.,26705674,Studies in history and philosophy of biological and biomedical sciences. Volume: 56 Apr 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/26705674/,"This collection addresses two different audiences: 1) historians and philosophers of the life sciences reflecting on collaborations across disciplines, especially as regards defining and addressing Grand Challenges; 2) researchers and other stakeholders involved in cross-disciplinary collaborations aimed at tackling Grand Challenges in the life and medical sciences. The essays collected here offer ideas and resources both for the study and for the practice of goal-driven cross-disciplinary research in the life and medical sciences. We organise this introduction in three sections. The first section provides some background and context. The second motivates our take on this topic and then outlines the central ideas of each paper. The third section highlights the specificity and significance of this approach by considering: a) how this collection departs from existing literature on inter- and trans-disciplinarity, b) what is characteristic about this approach, and c) what role this suggests for the history and philosophy of the life sciences in addressing Grand Challenges. "
439,Hemodynamics and tissue blood flow after porcine surfactant replacement in surfactant-depleted newborn piglets.,8827769,Pediatric research. Volume: 40 Issue: 2 Aug 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/8827769/,"In 22 newborn piglets we studied the effect of hypovolemia or hypoxemia on hemodynamics and regional blood flow after instillation of porcine surfactant. Surfactant deficiency was obtained by repeated lung lavage, and blood flow measurements were carried out using radioactive microspheres. Three groups of piglets were studied, controls (n = 8), hypovolemia (n = 7), and hypoxemia (n = 7). Three to five minutes after instillation of surfactant, mean arterial blood pressure decreased significantly in all three groups with a mean decrease (+/- SD) of 31(+/- 12), 33(+/- 9), and 29(+/- 9) mm Hg, respectively (p < 0.01 in all three groups). Systemic vascular resistance decreased significantly in all three groups immediately after surfactant instillation (p < 0.01) and returned to presurfactant level after 60 min. Blood flow did not change after surfactant instillation in any of the three groups, in neither skin, muscle, pancreas, brain, nor retina. In liver, kidney, intestine, and choroidea there was a decrease in blood flow immediately after instillation with return to presur-factant levels within 60 min. Hypoxemia or hypovolemia before surfactant instillation did not increase the hemodynamic instability. The decrease in mean arterial blood pressure was caused by a vasodilation and not by a reduced cardiac output."
440,The subclassification of papillary renal cell carcinoma does not affect oncological outcomes after nephron sparing surgery.,26149352,World journal of urology. Volume: 34 Issue: 3 Mar 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/26149352/,"To evaluate the oncological outcomes of papillary renal cell carcinoma (pRCC) following nephron sparing surgery (NSS) and to determine whether the subclassification type of pRCC could be a prognostic factor for recurrence, progression, and specific death."
441,"Generalized dystrophic epidermolysis bullosa: identification of a novel, homozygous glycine substitution, G2031S, in exon 73 of COL7A1 in monozygous triplets.",11167698,The British journal of dermatology. Volume: 144 Issue: 1 Jan 2001,2001,http://www.ncbi.nlm.nih.gov/pubmed/11167698/,"We report monozygous triplets affected with dystrophic epidermolysis bullosa (DEB). The female triplets were delivered by Caesarean section and skin fragility of each child, which was partly induced by trauma, was apparent from the third to fourth day of life. Clinically, the triplets were equally affected. Mutation analysis in this family revealed a novel recessively expressed glycine substitution, G2031S, in exon 73 of the collagen VII gene COL7A1. Most glycine substitutions in this gene region encoding for the triple helical domain of collagen VII are associated with milder, dominantly inherited phenotypes. By contrast, the novel point mutation of this study is clinically silent in the heterozygous state and leads to a severe DEB subtype when homozygous."
442,Prevalence and correlates of concurrent sexual partnerships in Zambia.,18841461,AIDS and behavior. Volume: 14 Issue: 1 Feb 2010,2010,http://www.ncbi.nlm.nih.gov/pubmed/18841461/,"Concurrent partnerships may cause more rapid spread of HIV in a population. We examined how the prevalence of parallel relationships changed among men and women aged 15-49 in Zambia from 1998 to 2003 using data collected during the Sexual Behavior Surveys 1998, 2000, and 2003. Predictors of concurrent partnerships among men were studied by univariate and multivariate regression analyses. Thirteen percent of rural and 8% of urban men reported more than one ongoing relationship in 1998, and these proportions declined to 8% and 6%, respectively in 2003. The proportion of women reporting concurrent relationships was 0-2%. The most important predictors of concurrency were early sexual debut, being married, early marriage and absence from home. The reduction in concurrent sexual partnerships is consistent with reductions in other sexual risk behaviors found in other studies and may have contributed to the recently observed decline in HIV prevalence in Zambia."
443,CD34/QBEND10 immunostaining in the bone marrow trephine biopsy: a study of CD34-positive mononuclear cells and megakaryocytes.,12088452,Archives of pathology & laboratory medicine. Volume: 126 Issue: 7 Jul 2002,2002,http://www.ncbi.nlm.nih.gov/pubmed/12088452/,The immunohistochemical detection of CD34 protein using QBEND10 antibody in bone marrow trephine biopsies was shown recently to be a precise method for quantitation of blasts and a possibly useful approach in diagnosis and classification of myelodysplastic syndrome.
444,A Simplified Approach to Measure the Effect of the Microvasculature in Diffusion-weighted MR Imaging Applied to Breast Tumors: Preliminary Results.,27128662,Radiology. Volume: 281 Issue: 2 Nov 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/27128662/,"Purpose To evaluate the relative change of the apparent diffusion coefficient (ADC) at low- and medium-b-value regimens as a surrogate marker of microcirculation, to study its correlation with dynamic contrast agent-enhanced (DCE) magnetic resonance (MR) imaging-derived parameters, and to assess its potential for differentiation between malignant and benign breast tumors. Materials and Methods Ethics approval and informed consent were obtained. From May 2013 to June 2015, 61 patients diagnosed with either malignant or benign breast tumors were prospectively recruited. All patients were scanned with a 3-T MR imager, including diffusion-weighted imaging (DWI) and DCE MR imaging. Parametric analysis of DWI and DCE MR imaging was performed, including a proposed marker, relative enhanced diffusivity (RED). Spearman correlation was calculated between DCE MR imaging and DWI parameters, and the potential of the different DWI-derived parameters for differentiation between malignant and benign breast tumors was analyzed by dividing the sample into equally sized training and test sets. Optimal cut-off values were determined with receiver operating characteristic curve analysis in the training set, which were then used to evaluate the independent test set. Results RED had a Spearman rank correlation of 0.61 with the initial area under the curve calculated from DCE MR imaging. Furthermore, RED differentiated cancers from benign tumors with an overall accuracy of 90% (27 of 30) on the test set with 88.2% (15 of 17) sensitivity and 92.3% (12 of 13) specificity. Conclusion This study presents promising results introducing a simplified approach to assess results from a DWI protocol sensitive to the intravoxel incoherent motion effect by using only three b values. This approach could potentially aid in the differentiation, characterization, and monitoring of breast pathologies. © RSNA, 2016 Online supplemental material is available for this article."
445,Recognizing Data Generation.,27096437,The New England journal of medicine. Volume: 374 Issue: 19 May 12 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/27096437/,
446,Local and covariate-modulated false discovery rates applied in neuroimaging.,19341802,NeuroImage. Volume: 47 Issue: 1 Aug 01 2009,2009,http://www.ncbi.nlm.nih.gov/pubmed/19341802/,"False discovery rate (FDR) control has become a standard technique in neuroimaging. Recent work has shown that a finer grained estimate of the FDR is obtained by estimating, at a specific value of the test statistic, the scaled ratio of the null density to the observed density of the test statistic. The method can be extended by allowing an external covariate, also measured on the points where the hypothesis was tested, to modulate estimation of this local FDR. The current work, in addition to demonstrating these methods by re-analyzing results from two previously published investigations of cortical thickness, presents a method to test if the covariate modulation differs significantly from chance. The first study compared schizophrenia patients to healthy controls and the second compared genotypes of the -633 T/A polymorphism of the gene coding the brain derived neurotrophic factor (BDNF) protein in a subset of the subjects from the case/control study. Local FDR estimates increased findings over FDR in both studies. Using p-values from the case/control study to modulate local FDR estimation in the BDNF study further increased findings. The relationship between case/control related and BDNF related cortical thickness variation was found to be highly significant, providing support for this gene's involvement in the etiology of the disease. The increased statistical precision from more accurate models of the distribution of the test statistic demonstrates the potential of these methods for neuroimaging and suggests the possibility to test novel hypothesis."
447,Venous anatomy of the right colon: three-dimensional topographic mapping of the gastrocolic trunk of Henle.,15057584,Techniques in coloproctology. Volume: 8 Issue: 1 Mar 2004,2004,http://www.ncbi.nlm.nih.gov/pubmed/15057584/,"The gastrocolic trunk of Henle has not been described in detail in context with right hemicolectomy. The aim of this study was to define the caliber, length and three-dimensional position of the gastrocolic trunk of Henle (GTH)."
448,Metabolic effects of 3-thia fatty acid in cancer cells.,10709645,Advances in experimental medicine and biology. Volume: 466 1999,1999,http://www.ncbi.nlm.nih.gov/pubmed/10709645/,
449,Understanding discrepancies in parent-child reporting of emotional and behavioural problems: Effects of relational and socio-demographic factors.,20637090,BMC psychiatry. Volume: 10 Jul 16 2010,2010,http://www.ncbi.nlm.nih.gov/pubmed/20637090/,"Discrepancies between parents and children in their assessment of children's mental health affect the evaluation of need for services and must be taken seriously. This article presents the differences between parents' and children's reports of the children's symptoms and social impairment, based on the results of the Strengths and Difficulties Questionnaire (SDQ). The interrelationship between relational aspects and socio-demographic factors with patterns of disagreement are explored."
450,Impact of ultrasound contrast agents in echocardiographic assessment of ischemic heart disease.,20156181,Recent patents on cardiovascular drug discovery. Volume: 5 Issue: 2 Jun 2010,2010,http://www.ncbi.nlm.nih.gov/pubmed/20156181/,"Contrast echocardiography is a safe, accurate, and reproducible method to assess left ventricular volumes and function. Based on current guidelines, ultrasound contrast is indicated for left ventricular opacification at rest in patients with suboptimal echocardiographic images, and in stress echocardiography when >or= 2 adjacent segments are poorly visualised. Adding contrast for assessment of regional myocardial perfusion expands the use of echocardiography in ischemic heart disease from detection of left ventricular dysfunction at rest or during stress to assessment of myocardial ischemia, extent of myocardial necrosis and re-flow after coronary revascularisation. Myocardial perfusion also adds prognostic information to that given by structural and functional assessment alone and may reduce the need for more time consuming, expensive cardiac imaging procedures associated with radiation as well as coronary angiography with the risk of vascular complications. This article gives an overview of ultrasound contrast agents and their impact on echocardiographic assessment of ischemic heart disease also discussing recent patents."
451,Human intestinal B-cell blasts and plasma cells express the mucosal homing receptor integrin alpha 4 beta 7.,8552990,Scandinavian journal of immunology. Volume: 42 Issue: 6 Dec 1995,1995,http://www.ncbi.nlm.nih.gov/pubmed/8552990/,"Interactions between homing receptors on circulating leucocytes and endothelial addressins regulate tissue-specific cellular extravasation. Although integrin alpha 4 beta 7 appears to be the main receptor for gut-homing T lymphocytes, less is known about molecules mediating mucosal B cell homing. Expression of integrin alpha 4 beta 7 on B lymphocytes, B cell blasts, and plasma cells in human gut-associated lymphoid tissue (GALT; the Peyer's patches and appendix) and lamina propria was studied by multi-colour immunofluorescence applied on cryosections. Isolated mononuclear cells from the same tissue compartments were examined by flow cytometry and compared with peripheral blood B cells. Integrin alpha 4 beta 7 was expressed by IgA+ B cell blasts and plasma cells (CD38high) in the lamina propria, B cell blasts in GALT, and sIgD+ B lymphocytes in peripheral blood. In contrast, GALT sIgD+ B lymphocytes were negative or only weakly positive for alpha 4 beta 7. These results suggested that B lymphocytes down-regulate alpha 4 beta 7 upon extravasation in GALT but up-regulate this integrin after antigen-priming. Thus, alpha 4 beta 7 may be a homing receptor also for B cell blasts extravasating in the gut lamina propria, where this integrin is maintained on plasma cells, perhaps as a local retention factor."
452,[Kidney injuries caused by drugs].,22766820,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 132 Issue: 12-13 Jun 26 2012",2012,http://www.ncbi.nlm.nih.gov/pubmed/22766820/,
453,The derivation of radionuclide transfer parameters for and dose-rates to an adult ringed seal (Phoca hispida) in an Arctic environment.,16965842,Journal of environmental radioactivity. Volume: 90 Issue: 3 2006,2006,http://www.ncbi.nlm.nih.gov/pubmed/16965842/,"Radionuclide transfer parameters and dose-rates for an adult ringed seal from Svalbard have been determined based on empirical and estimated tissue activity concentrations and detailed dietary and habitat information. Whole-body equivalent concentration factors determined for anthropogenic radionuclides ranged from 10(1) ((90)Sr) to 10(2) ((137)Cs, (238)Pu and (239,240)Pu), while natural radionuclides ranged from 10(2) ((210)Pb) to 10(4) ((210)Po). Employing a dietary composition of 40% fish, 40% zooplankton and 20% benthic invertebrates, a whole-body biological half-life of 29 days was derived for (137)Cs. A total dose-rate of approximately 0.19microGyh(-1) (1.7mGya(-1)) was derived for an adult ringed seal; this dose-rate is virtually entirely attributable to the internal components of (210)Po and (40)K. The dose-rates associated with the presence of anthropogenically derived radionuclides in the present assessment fall many orders of magnitude below the dose-rates at which any biological effects would be expected."
454,"Low dose exposure to HBCD, CB-153 or TCDD induces histopathological and hormonal effects and changes in brain protein and gene expression in juvenile female BALB/c mice.",29935226,"Reproductive toxicology (Elmsford, N.Y.). Volume: 80 09 2018",2018,http://www.ncbi.nlm.nih.gov/pubmed/29935226/,"Developmental health risks of chronical exposure to low doses of foodborne persistent organic pollutants (POP) are recognized but still largely uncharacterized. Juvenile female BALB/c mice exposed to either HBCD, CB-153 or TCDD at doses relevant to human dietary exposures (49.5 μg, 1.35 μg and 0.90 ng kg-1 bw-1 day-1, respectively) for 28 days displayed histopathological changes in liver (HBCD, CB-153, TCDD), thymus (HBCD, CB-153) and uterus (HBCD), reduced serum oestradiol 17β (E2) levels (HBCD), increased serum testosterone (T) levels (CB-153) and an increased T/E2 ratio (HBCD). Proteomics analysis of brain provided molecular support for the HBCD-induced reduction in E2. Neural gene expression analysis, confirmed effects on 18 out of 30 genes previously found to be affected after exposure to higher doses to the same pollutants. Our findings indicate that exposure to POP at low doses is associated with subtle, but toxicological relevant effects on post-natal development in female mice."
455,The challenge of durable brain control in patients with brain-only metastases from breast cancer.,26543720,SpringerPlus. Volume: 4 2015,2015,http://www.ncbi.nlm.nih.gov/pubmed/26543720/,"The vast majority of patients with brain metastases from breast cancer have extracranial metastases, e.g., in the liver, lungs or bones, with serious impact on prognosis. Limited research has been performed on patients with brain-only disease. We analyzed patterns of treatment, brain control and survival in uni- and multivariate analyses. All 25 patients with brain-only disease were treated with radiotherapy (whole-brain radiotherapy (WBRT) with or without stereotactic radiotherapy/radiosurgery (SRS) or surgical resection) and most patients with systemic treatment later during the disease trajectory. Only a minority of patients remained free from brain progression at 1 year after their initial therapy, regardless of initial treatment approach (median brain progression-free survival 6.2 months). However, overall survival was significantly better after initial surgical resection/SRS as compared to upfront WBRT (median 24.1 and 5.2 months, respectively). For all patients combined, median survival was 11.7 months (2-year survival rate 28 %). Several prognostic factors for shorter survival were identified in multivariate regression analysis: lower KPS, triple-negative tumor, coordination deficit, older age, lack of upfront surgical resection or SRS, and lack of endocrine or HER2-directed therapy after brain metastases treatment. Although durable brain control and long-term survival beyond 5 years could be achieved in a subset of patients (largely after successful salvage), progression of brain metastases during the first year after diagnosis was common. Prognosis was influenced by patient-, disease- and treatment-related factors. "
456,Myoclonus epilepsy and ataxia due to KCNC1 mutation: Analysis of 20 cases and K+ channel properties.,28380698,Annals of neurology. Volume: 81 Issue: 5 May 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28380698/,"To comprehensively describe the new syndrome of myoclonus epilepsy and ataxia due to potassium channel mutation (MEAK), including cellular electrophysiological characterization of observed clinical improvement with fever."
457,"Diet, an independent determinant for plasma total homocysteine. A cross sectional study of Norwegian workers on platforms in the North Sea.",9481525,European journal of clinical nutrition. Volume: 52 Issue: 1 Jan 1998,1998,http://www.ncbi.nlm.nih.gov/pubmed/9481525/,To examine whether diet is an independent determinant for total homocysteine (tHcy) levels.
458,Nitrous oxide: at threat to personnel and global environment?,7887098,Acta anaesthesiologica Scandinavica. Volume: 38 Issue: 8 Nov 1994,1994,http://www.ncbi.nlm.nih.gov/pubmed/7887098/,
459,Breastfeeding perceptions in communities in Mangochi district in Malawi.,20055783,"Acta paediatrica (Oslo, Norway : 1992). Volume: 99 Issue: 3 Mar 2010",2010,http://www.ncbi.nlm.nih.gov/pubmed/20055783/,To investigate mothers' perceptions of breastfeeding and influences from their social network.
460,Factors determining the density of AQP4 water channel molecules at the brain-blood interface.,27629271,Brain structure & function. Volume: 222 Issue: 4 May 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/27629271/,"Perivascular endfeet of astrocytes are enriched with aquaporin-4 (AQP4)-a water channel that is critically involved in water transport at the brain-blood interface and that recently was identified as a key molecule in a system for waste clearance. The factors that determine the size of the perivascular AQP4 pool remain to be identified. Here we show that the size of this pool differs considerably between brain regions, roughly mirroring regional differences in Aqp4 mRNA copy numbers. We demonstrate that a targeted deletion of α-syntrophin-a member of the dystrophin complex responsible for AQP4 anchoring-removes a substantial and fairly constant proportion (79-94 %) of the perivascular AQP4 pool across the central nervous system (CNS). Quantitative immunogold analyses of AQP4 and α-syntrophin in perivascular membranes indicate that there is a fixed stoichiometry between these two molecules. Both molecules occur at higher densities in endfoot membrane domains facing pericytes than in endfoot membrane domains facing endothelial cells. Our data suggest that irrespective of region, endfoot targeting of α-syntrophin is the single most important factor determining the size of the perivascular AQP4 pool and hence the capacity for water transport at the brain-blood interface."
461,Routine outcome measures in Norway: Only partly implemented.,26256034,"International review of psychiatry (Abingdon, England). Volume: 27 Issue: 4 2015",2015,http://www.ncbi.nlm.nih.gov/pubmed/26256034/,"Norway has not had any strategy exclusively for the implementation of routine outcome measurement in the mental health services, but some efforts have been made as part of strategies for a national patient register and quality indicators. Fifteen years after the decision to make the rating of the Global Assessment of Functioning scale (GAF) mandatory at admission and discharge of each treatment episode in adult mental health services, this is still not fully implemented. An unknown and probably very low proportion of mental health services use GAF as a routine outcome measure in everyday clinical practice. Well-established electronic patient records in the mental health services and established procedures for reporting routine data to the National Patient Register should make it possible to collect and use routine outcome data. Implementation of routine outcome measurement in mental health services must be done with due emphasis on the critical steps in the various phases of the implementation process. The regional health authorities have a key role in establishing electronic systems that make relevant outcome measurements available in a seamless way for clinicians as well as for patients, and by contributing to a culture where quality and outcome are valued and given priority. "
462,Abnormal glucose tolerance is a predictor of steatohepatitis and fibrosis in patients with non-alcoholic fatty liver disease.,16293559,Scandinavian journal of gastroenterology. Volume: 40 Issue: 12 Dec 2005,2005,http://www.ncbi.nlm.nih.gov/pubmed/16293559/,"The majority of patients with non-alcoholic fatty liver disease (NAFLD) have simple steatosis. A minority, however, present with non-alcoholic steatohepatitis (NASH), a condition that can lead to advanced fibrosis and cirrhosis. The frequencies of NASH and fibrosis among patients with NAFLD and sustained elevation of liver function tests (LFT) are uncertain. Our aim was to estimate these frequencies. We characterize a population with NAFLD, with special emphasis on insulin resistance and the metabolic syndrome, and study possible predictors for different stages of the disease."
463,Limitations of recreational camera traps for wildlife management and conservation research: a practitioner's perspective.,26508349,Ambio. Volume: 44 Suppl 4 Nov 2015,2015,http://www.ncbi.nlm.nih.gov/pubmed/26508349/,"The availability of affordable 'recreational' camera traps has dramatically increased over the last decade. We present survey results which show that many conservation practitioners use cheaper 'recreational' units for research rather than more expensive 'professional' equipment. We present our perspective of using two popular models of 'recreational' camera trap for ecological field-based studies. The models used (for >2 years) presented us with a range of practical problems at all stages of their use including deployment, operation, and data management, which collectively crippled data collection and limited opportunities for quantification of key issues arising. Our experiences demonstrate that prospective users need to have a sufficient understanding of the limitations camera trap technology poses, dimensions we communicate here. While the merits of different camera traps will be study specific, the performance of more expensive 'professional' models may prove more cost-effective in the long-term when using camera traps for research. "
464,Benzoylated uronic acid building blocks and synthesis of N-uronate conjugates of lamotrigine.,22269868,"Molecules (Basel, Switzerland). Volume: 17 Issue: 1 Jan 16 2012",2012,http://www.ncbi.nlm.nih.gov/pubmed/22269868/,"A chemoenzymatic approach towards benzoylated uronic acid building blocks has been investigated starting with benzoylated hexapyranosides using regioselective C-6 enzymatic hydrolysis as the key step. Two of the building blocks were reacted with the antiepileptic drug lamotrigine. Glucuronidation of lamotrigine using methyl (2,3,4-tri-O-benzoyl-α-D-glycopyranosyl bromide)uronate proceeded to give the N2-conjugate. However, lamotrigine-N2-glucuronide was most efficiently synthesised from methyl (2,3,4-tri-O-acetyl-α-D-glucopyranosyl bromide)uronate. Employing nitromethane as solvent with CdCO(3) as a base lamotrigine-N2 glucuronide was prepared in a high yield (41%). Also methyl (2,3-di-O-benzoyl-4-deoxy-4-fluoro-α-D-glucosyl bromide)uronate underwent N-glucuronidation, but the product was unstable, eliminating hydrogen fluoride to give the corresponding enoate conjugate."
465,Surveillance of the Sensitivity towards Antiparasitic Bath-Treatments in the Salmon Louse (Lepeophtheirus salmonis).,26889677,PloS one. Volume: 11 Issue: 2 2016,2016,http://www.ncbi.nlm.nih.gov/pubmed/26889677/,"The evolution of drug resistant parasitic sea lice is of major concern to the salmon farming industry worldwide and challenges sustainable growth of this enterprise. To assess current status and development of L. salmonis sensitivity towards different pesticides used for parasite control in Norwegian salmon farming, a national surveillance programme was implemented in 2013. The programme aims to summarize data on the use of different pesticides applied to control L. salmonis and to test L. salmonis sensitivity to different pesticides in farms along the Norwegian coast. Here we analyse two years of test-data from biological assays designed to detect sensitivity-levels towards the pesticides azamethiphos and deltamethrin, both among the most common pesticides used in bath-treatments of farmed salmon in Norway in later years. The focus of the analysis is on how different variables predict the binomial outcome of the bioassay tests, being whether L. salmonis are immobilized/die or survive pesticide exposure. We found that local kernel densities of bath treatments, along with a spatial geographic index of test-farm locations, were significant predictors of the binomial outcome of the tests. Furthermore, the probability of L. salmonis being immobilized/dead after test-exposure was reduced by odds-ratios of 0.60 (95% CI: 0.42-0.86) for 2014 compared to 2013 and 0.39 (95% CI: 0.36-0.42) for low concentration compared to high concentration exposure. There were also significant but more marginal effects of parasite gender and developmental stage, and a relatively large random effect of test-farm. We conclude that the present data support an association between local intensities of bath treatments along the coast and the outcome of bioassay tests where salmon lice are exposed to azamethiphos or deltamethrin. Furthermore, there is a predictable structure of L. salmonis phenotypes along the coast in the data, characterized by high susceptibility to pesticides in the far north and far south, but low susceptibility in mid Norway. The study emphasizes the need to address local susceptibility to pesticides and the need for restrictive use of pesticides to preserve treatment efficacy. "
466,Formation and processing of reactive metabolites of the heterocyclic amines.,8678803,Archives of toxicology. Supplement. = Archiv fur Toxikologie. Supplement. Volume: 18 1996,1996,http://www.ncbi.nlm.nih.gov/pubmed/8678803/,
467,Patent Foramen Ovale Closure or Antiplatelet Therapy for Cryptogenic Stroke.,28902580,The New England journal of medicine. Volume: 377 Issue: 11 09 14 2017,2017,http://www.ncbi.nlm.nih.gov/pubmed/28902580/,The efficacy of closure of a patent foramen ovale (PFO) in the prevention of recurrent stroke after cryptogenic stroke is uncertain. We investigated the effect of PFO closure combined with antiplatelet therapy versus antiplatelet therapy alone on the risks of recurrent stroke and new brain infarctions.
468,Recommended tests for association in 2 x 2 tables.,19170020,Statistics in medicine. Volume: 28 Issue: 7 Mar 30 2009,2009,http://www.ncbi.nlm.nih.gov/pubmed/19170020/,"The asymptotic Pearson's chi-squared test and Fisher's exact test have long been the most used for testing association in 2x2 tables. Unconditional tests preserve the significance level and generally are more powerful than Fisher's exact test for moderate to small samples, but previously were disadvantaged by being computationally demanding. This disadvantage is now moot, as software to facilitate unconditional tests has been available for years. Moreover, Fisher's exact test with mid-p adjustment gives about the same results as an unconditional test. Consequently, several better tests are available, and the choice of a test should depend only on its merits for the application involved. Unconditional tests and the mid-p approach ought to be used more than they now are. The traditional Fisher's exact test should practically never be used."
469,Dehydration and body fluid-regulating hormones during sweating in warm (38 degrees C) fresh- and seawater immersion.,11568133,"Journal of applied physiology (Bethesda, Md. : 1985). Volume: 91 Issue: 4 Oct 2001",2001,http://www.ncbi.nlm.nih.gov/pubmed/11568133/,"Body weight (BW) reductions of more than 4 kg have been observed during diving with the open hot water suit, a technique in which heated seawater (SW) continuously floods the skin surface. To test the hypothesis that osmotic effects may be involved in these fluid-loss processes, head-out immersion experiments in 38 degrees C freshwater (FW) and SW for 4 h were performed. Average BW reduction was 2.5 and 1.9 kg in SW and FW head-out immersion, respectively (P < 0.01). Atrial natriuretic peptide increased during the first 30 min of SW immersion (5.6-13.4 pmol/l, P < 0.01) followed by a reduction to 7.6 pmol/l (P < 0.01). This paralleled an initial decrease in aldosterone (from 427 to 306 pmol/l, P < 0.05) followed by an increase to 843 pmol/l (P < 0.01). The effects of temperature on fluid loss were studied in thermoneutral (34.5 degrees C) and 38 degrees C SW for 2 h. In thermoneutral SW, calculated sweat production was negligible (0.05 kg) compared with 1.2 kg in warm SW. We recommend that, if a dive is planned to last for more than 4 h, a mandatory break for fluid intake should be incorporated in the diving regulations."
470,Systemic delivery of synthetic siRNAs.,20387144,"Methods in molecular biology (Clifton, N.J.). Volume: 629 2010",2010,http://www.ncbi.nlm.nih.gov/pubmed/20387144/,"RNA interference is a biological process for gene silencing that can be harnessed for the development of new drugs. However, a major obstacle to the use of small interfering RNAs (siRNAs) as therapeutics is their delivery across the plasma membrane of cells in vivo. A range of solutions for this challenge have been described, including cationic lipids, high-pressure injection, viral vectors, and chemical modifications of the siRNAs. This chapter describes cationic lipid delivery of siRNAs to adult mice."
471,SPIFA-A presentation of the Structured Psychiatric Interview for General Practice.,19370449,Nordic journal of psychiatry. Volume: 63 Issue: 6 Nov 2009,2009,http://www.ncbi.nlm.nih.gov/pubmed/19370449/,"The diagnostic ability of general practitioners (GPs) concerning mental disorders is not optimal, and could be improved by structured diagnostic interviews. Various aspects of the Structured Psychiatric Interview for General Practice (SPIFA) are examined."
472,[The beautiful Kiwa hirsuta--the queen of shellfish].,19935953,"Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke. Volume: 129 Issue: 22 Nov 19 2009",2009,http://www.ncbi.nlm.nih.gov/pubmed/19935953/,
473,Prognostic value of metabolic response in breast cancer patients receiving neoadjuvant chemotherapy.,22277092,BMC cancer. Volume: 12 Jan 25 2012,2012,http://www.ncbi.nlm.nih.gov/pubmed/22277092/,"Today's clinical diagnostic tools are insufficient for giving accurate prognosis to breast cancer patients. The aim of our study was to examine the tumor metabolic changes in patients with locally advanced breast cancer caused by neoadjuvant chemotherapy (NAC), relating these changes to clinical treatment response and long-term survival."
474,Nitrogen microbubbles induce a disappearance of single platelets (aggregation) with porcine platelets: a comparative study of the effects of anticoagulants and blood collection methods.,7817361,Thrombosis research. Volume: 76 Issue: 1 Oct 01 1994,1994,http://www.ncbi.nlm.nih.gov/pubmed/7817361/,The pathogenesis of decompression illness (DCI) is uncertain. DCI involves all parts of the organism where gas bubbles are produced. They have both primary and secondary effects and have been classified as an agonist aggregating human platelets. In vitro effects of N2 bubbles on porcine platelets were investigated. Comparative studies using two different anticoagulants and three different sampling methods were performed. A disappearance of single platelets interpreted as platelet aggregation was observed in the presence of N2 bubbles in all studied groups. Aggregatory responses were more profound with platelets in heparinized plasma than in citrated plasma. In citrated plasma the aggregatory responses were more profound when blood was obtained from nonanaesthetized (awake) animals than from slaugtherhouse animals. Adrenaline (1 microM) had an inhibitory effect on N2 bubble induced platelet aggregation in vitro. The pig could be useful to investigate possible gas bubble effects in vivo.
